Fatalities,,,,parameters of the mean loss curve,,
10.12,0.113630331,0.11643275,0.119235168,,,
10.13,0.113884029,0.116683274,0.11948252,,,
10.14,0.114137906,0.116934021,0.119730136,,,
10.15,0.114391962,0.117184989,0.119978016,,,
10.16,0.114646195,0.117436178,0.120226162,,,
10.17,0.114900604,0.117687589,0.120474573,,,
10.18,0.115155189,0.117939219,0.12072325,,,
10.19,0.115409948,0.11819107,0.120972193,,,
10.2,0.115664879,0.118443141,0.121221403,,,
10.21,0.115919983,0.118695432,0.121470881,,,
10.22,0.116175258,0.118947942,0.121720626,,,
10.23,0.116430702,0.11920067,0.121970639,,,
10.24,0.116686315,0.119453618,0.12222092,,,
10.25,0.116942095,0.119706783,0.122471471,,,
10.26,0.117198042,0.119960166,0.122722291,,,
10.27,0.117454154,0.120213767,0.12297338,,,
10.28,0.117710431,0.120467586,0.12322474,,,
10.29,0.11796687,0.120721621,0.123476371,,,
10.3,0.118223472,0.120975872,0.123728273,,,
10.31,0.118480234,0.12123034,0.123980446,,,
10.32,0.118737157,0.121485024,0.124232892,,,
10.33,0.118994238,0.121739924,0.124485609,,,
10.34,0.119251476,0.121995038,0.1247386,,,
10.35,0.119508871,0.122250368,0.124991865,,,
10.36,0.119766421,0.122505912,0.125245403,,,
10.37,0.120024126,0.12276167,0.125499215,,,
10.38,0.120281983,0.123017642,0.125753302,,,
10.39,0.120539993,0.123273828,0.126007664,,,
10.4,0.120798153,0.123530227,0.126262301,,,
10.41,0.121056463,0.123786839,0.126517215,,,
10.42,0.121314922,0.124043663,0.126772405,,,
10.43,0.121573528,0.1243007,0.127027872,,,
10.44,0.121832281,0.124557948,0.127283616,,,
10.45,0.122091178,0.124815408,0.127539638,,,
10.46,0.122350221,0.125073079,0.127795938,,,
10.47,0.122609406,0.125330961,0.128052516,,,
10.48,0.122868733,0.125589053,0.128309374,,,
10.49,0.123128201,0.125847356,0.128566511,,,
10.5,0.123387809,0.126105868,0.128823928,,,
10.51,0.123647555,0.12636459,0.129081625,,,
10.52,0.123907439,0.126623521,0.129339602,,,
10.53,0.12416746,0.12688266,0.129597861,,,
10.54,0.124427616,0.127142009,0.129856401,,,
10.55,0.124687906,0.127401565,0.130115223,,,
10.56,0.12494833,0.127661328,0.130374327,,,
10.57,0.125208885,0.1279213,0.130633714,,,
10.58,0.125469572,0.128181478,0.130893384,,,
10.59,0.125730389,0.128441863,0.131153337,,,
10.6,0.125991334,0.128702454,0.131413574,,,
10.61,0.126252408,0.128963251,0.131674095,,,
10.62,0.126513608,0.129224254,0.1319349,,,
10.63,0.126774935,0.129485463,0.13219599,,,
10.64,0.127036386,0.129746876,0.132457366,,,
10.65,0.12729796,0.130008493,0.132719027,,,
10.66,0.127559658,0.130270316,0.132980973,,,
10.67,0.127821477,0.130532341,0.133243206,,,
10.68,0.128083416,0.130794571,0.133505726,,,
10.69,0.128345475,0.131057004,0.133768532,,,
10.7,0.128607653,0.131319639,0.134031625,,,
10.71,0.128869949,0.131582477,0.134295005,,,
10.72,0.129132361,0.131845517,0.134558674,,,
10.73,0.129394888,0.132108759,0.13482263,,,
10.74,0.129657531,0.132372202,0.135086874,,,
10.75,0.129920287,0.132635847,0.135351407,,,
10.76,0.130183155,0.132899692,0.135616229,,,
10.77,0.130446136,0.133163738,0.135881339,,,
10.78,0.130709227,0.133427983,0.136146739,,,
10.79,0.130972429,0.133692429,0.136412429,,,
10.8,0.131235739,0.133957073,0.136678408,,,
10.81,0.131499157,0.134221917,0.136944676,,,
10.82,0.131762682,0.134486959,0.137211235,,,
10.83,0.132026314,0.134752199,0.137478085,,,
10.84,0.132290051,0.135017638,0.137745224,,,
10.85,0.132553892,0.135283273,0.138012654,,,
10.86,0.132817837,0.135549106,0.138280375,,,
10.87,0.133081885,0.135815136,0.138548387,,,
10.88,0.133346035,0.136081363,0.13881669,,,
10.89,0.133610286,0.136347785,0.139085284,,,
10.9,0.133874637,0.136614403,0.13935417,,,
10.91,0.134139087,0.136881217,0.139623346,,,
10.92,0.134403636,0.137148225,0.139892815,,,
10.93,0.134668283,0.137415429,0.140162574,,,
10.94,0.134933026,0.137682826,0.140432626,,,
10.95,0.135197866,0.137950418,0.140702969,,,
10.96,0.135462802,0.138218203,0.140973604,,,
10.97,0.135727832,0.138486181,0.14124453,,,
10.98,0.135992956,0.138754352,0.141515749,,,
10.99,0.136258173,0.139022716,0.141787259,,,
11,0.136523483,0.139291272,0.142059061,,,
11.01,0.136788885,0.13956002,0.142331154,,,
11.02,0.137054378,0.139828959,0.14260354,,,
11.03,0.137319961,0.140098089,0.142876217,,,
11.04,0.137585634,0.14036741,0.143149186,,,
11.05,0.137851396,0.140636921,0.143422446,,,
11.06,0.138117247,0.140906622,0.143695998,,,
11.07,0.138383185,0.141176513,0.143969841,,,
11.08,0.138649211,0.141446593,0.144243975,,,
11.09,0.138915323,0.141716862,0.144518401,,,
11.1,0.139181521,0.141987319,0.144793118,,,
11.11,0.139447805,0.142257965,0.145068126,,,
11.12,0.139714173,0.142528798,0.145343424,,,
11.13,0.139980626,0.142799819,0.145619013,,,
11.14,0.140247162,0.143071027,0.145894892,,,
11.15,0.140513782,0.143342422,0.146171062,,,
11.16,0.140780484,0.143614003,0.146447522,,,
11.17,0.141047268,0.143885769,0.146724271,,,
11.18,0.141314134,0.144157722,0.14700131,,,
11.19,0.141581081,0.14442986,0.147278638,,,
11.2,0.141848109,0.144702182,0.147556256,,,
11.21,0.142115216,0.144974689,0.147834162,,,
11.22,0.142382404,0.14524738,0.148112357,,,
11.23,0.142649671,0.145520255,0.14839084,,,
11.24,0.142917016,0.145793313,0.14866961,,,
11.25,0.14318444,0.146066555,0.148948669,,,
11.26,0.143451942,0.146339979,0.149228015,,,
11.27,0.143719522,0.146613585,0.149507648,,,
11.28,0.143987179,0.146887373,0.149787567,,,
11.29,0.144254913,0.147161343,0.150067773,,,
11.3,0.144522723,0.147435493,0.150348264,,,
11.31,0.144790609,0.147709825,0.150629041,,,
11.32,0.145058571,0.147984337,0.150910103,,,
11.33,0.145326609,0.148259029,0.15119145,,,
11.34,0.145594721,0.148533901,0.151473081,,,
11.35,0.145862909,0.148808952,0.151754996,,,
11.36,0.146131171,0.149084182,0.152037194,,,
11.37,0.146399507,0.149359591,0.152319675,,,
11.38,0.146667917,0.149635178,0.152602438,,,
11.39,0.1469364,0.149910942,0.152885484,,,
11.4,0.147204957,0.150186884,0.153168811,,,
11.41,0.147473588,0.150463003,0.153452419,,,
11.42,0.147742291,0.150739299,0.153736308,,,
11.43,0.148011066,0.151015772,0.154020477,,,
11.44,0.148279914,0.15129242,0.154304925,,,
11.45,0.148548835,0.151569243,0.154589652,,,
11.46,0.148817827,0.151846242,0.154874658,,,
11.47,0.149086891,0.152123416,0.155159941,,,
11.48,0.149356027,0.152400764,0.155445502,,,
11.49,0.149625234,0.152678287,0.155731339,,,
11.5,0.149894513,0.152955983,0.156017453,,,
11.51,0.150163862,0.153233852,0.156303842,,,
11.52,0.150433283,0.153511895,0.156590507,,,
11.53,0.150702774,0.153790109,0.156877445,,,
11.54,0.150972336,0.154068497,0.157164658,,,
11.55,0.151241968,0.154347056,0.157452143,,,
11.56,0.151511671,0.154625786,0.157739901,,,
11.57,0.151781444,0.154904688,0.158027931,,,
11.58,0.152051287,0.15518376,0.158316232,,,
11.59,0.1523212,0.155463002,0.158604804,,,
11.6,0.152591183,0.155742415,0.158893646,,,
11.61,0.152861236,0.156021997,0.159182757,,,
11.62,0.153131359,0.156301748,0.159472137,,,
11.63,0.153401551,0.156581668,0.159761785,,,
11.64,0.153671813,0.156861757,0.1600517,,,
11.65,0.153942145,0.157142013,0.160341882,,,
11.66,0.154212546,0.157422437,0.160632329,,,
11.67,0.154483016,0.157703029,0.160923042,,,
11.68,0.154753556,0.157983787,0.161214019,,,
11.69,0.155024164,0.158264713,0.161505261,,,
11.7,0.155294843,0.158545804,0.161796765,,,
11.71,0.15556559,0.158827061,0.162088531,,,
11.72,0.155836406,0.159108483,0.16238056,,,
11.73,0.156107292,0.15939007,0.162672849,,,
11.74,0.156378247,0.159671822,0.162965398,,,
11.75,0.156649271,0.159953739,0.163258207,,,
11.76,0.156920363,0.160235819,0.163551275,,,
11.77,0.157191525,0.160518063,0.1638446,,,
11.78,0.157462756,0.16080047,0.164138183,,,
11.79,0.157734056,0.161083039,0.164432022,,,
11.8,0.158005425,0.161365771,0.164726117,,,
11.81,0.158276863,0.161648665,0.165020467,,,
11.82,0.15854837,0.16193172,0.165315071,,,
11.83,0.158819946,0.162214937,0.165609929,,,
11.84,0.159091591,0.162498315,0.165905039,,,
11.85,0.159363305,0.162781853,0.166200401,,,
11.86,0.159635088,0.163065551,0.166496014,,,
11.87,0.15990694,0.163349409,0.166791878,,,
11.88,0.160178861,0.163633426,0.167087991,,,
11.89,0.160450851,0.163917602,0.167384353,,,
11.9,0.16072291,0.164201936,0.167680963,,,
11.91,0.160995038,0.164486429,0.16797782,,,
11.92,0.161267236,0.16477108,0.168274924,,,
11.93,0.161539502,0.165055888,0.168572273,,,
11.94,0.161811838,0.165340853,0.168869867,,,
11.95,0.162084243,0.165625974,0.169167705,,,
11.96,0.162356717,0.165911252,0.169465786,,,
11.97,0.162629261,0.166196686,0.16976411,,,
11.98,0.162901873,0.166482275,0.170062676,,,
11.99,0.163174555,0.166768019,0.170361482,,,
12,0.163447307,0.167053918,0.170660529,,,
12.01,0.163720127,0.167339971,0.170959815,,,
12.02,0.163993017,0.167626178,0.171259339,,,
12.03,0.164265977,0.167912539,0.171559101,,,
12.04,0.164539006,0.168199053,0.1718591,,,
12.05,0.164812104,0.16848572,0.172159335,,,
12.06,0.165085272,0.168772539,0.172459805,,,
12.07,0.16535851,0.16905951,0.17276051,,,
12.08,0.165631817,0.169346633,0.173061449,,,
12.09,0.165905193,0.169633907,0.17336262,,,
12.1,0.16617864,0.169921332,0.173664024,,,
12.11,0.166452156,0.170208907,0.173965658,,,
12.12,0.166725741,0.170496632,0.174267523,,,
12.13,0.166999397,0.170784508,0.174569618,,,
12.14,0.167273122,0.171072532,0.174871942,,,
12.15,0.167546917,0.171360705,0.175174494,,,
12.16,0.167820782,0.171649027,0.175477273,,,
12.17,0.168094716,0.171937497,0.175780279,,,
12.18,0.168368721,0.172226115,0.17608351,,,
12.19,0.168642795,0.172514881,0.176386966,,,
12.2,0.16891694,0.172803793,0.176690646,,,
12.21,0.169191154,0.173092852,0.17699455,,,
12.22,0.169465438,0.173382057,0.177298676,,,
12.23,0.169739792,0.173671408,0.177603023,,,
12.24,0.170014217,0.173960904,0.177907592,,,
12.25,0.170288711,0.174250546,0.178212381,,,
12.26,0.170563275,0.174540332,0.178517389,,,
12.27,0.17083791,0.174830262,0.178822615,,,
12.28,0.171112614,0.175120337,0.179128059,,,
12.29,0.171387389,0.175410555,0.179433721,,,
12.3,0.171662233,0.175700916,0.179739598,,,
12.31,0.171937148,0.175991419,0.180045691,,,
12.32,0.172212133,0.176282066,0.180351998,,,
12.33,0.172487188,0.176572854,0.180658519,,,
12.34,0.172762314,0.176863783,0.180965253,,,
12.35,0.173037509,0.177154854,0.181272199,,,
12.36,0.173312775,0.177446066,0.181579357,,,
12.37,0.173588111,0.177737418,0.181886726,,,
12.38,0.173863516,0.17802891,0.182194304,,,
12.39,0.174138993,0.178320542,0.182502091,,,
12.4,0.174414539,0.178612313,0.182810087,,,
12.41,0.174690155,0.178904223,0.183118291,,,
12.42,0.174965842,0.179196271,0.183426701,,,
12.43,0.175241599,0.179488458,0.183735317,,,
12.44,0.175517425,0.179780782,0.184044138,,,
12.45,0.175793322,0.180073243,0.184353164,,,
12.46,0.176069289,0.180365842,0.184662394,,,
12.47,0.176345327,0.180658577,0.184971827,,,
12.48,0.176621434,0.180951448,0.185281462,,,
12.49,0.176897611,0.181244455,0.185591298,,,
12.5,0.177173859,0.181537597,0.185901335,,,
12.51,0.177450176,0.181830874,0.186211572,,,
12.52,0.177726564,0.182124286,0.186522008,,,
12.53,0.178003021,0.182417832,0.186832643,,,
12.54,0.178279548,0.182711512,0.187143475,,,
12.55,0.178556146,0.183005325,0.187454504,,,
12.56,0.178832813,0.183299271,0.18776573,,,
12.57,0.17910955,0.18359335,0.188077151,,,
12.58,0.179386357,0.183887562,0.188388766,,,
12.59,0.179663233,0.184181905,0.188700576,,,
12.6,0.17994018,0.184476379,0.189012579,,,
12.61,0.180217196,0.184770985,0.189324774,,,
12.62,0.180494282,0.185065721,0.189637161,,,
12.63,0.180771437,0.185360588,0.189949739,,,
12.64,0.181048662,0.185655585,0.190262507,,,
12.65,0.181325956,0.185950711,0.190575465,,,
12.66,0.18160332,0.186245966,0.190888612,,,
12.67,0.181880753,0.18654135,0.191201947,,,
12.68,0.182158256,0.186836862,0.191515469,,,
12.69,0.182435828,0.187132503,0.191829178,,,
12.7,0.182713469,0.187428271,0.192143072,,,
12.71,0.18299118,0.187724166,0.192457152,,,
12.72,0.183268959,0.188020188,0.192771417,,,
12.73,0.183546808,0.188316337,0.193085865,,,
12.74,0.183824726,0.188612611,0.193400496,,,
12.75,0.184102712,0.188909011,0.19371531,,,
12.76,0.184380768,0.189205536,0.194030305,,,
12.77,0.184658892,0.189502187,0.194345482,,,
12.78,0.184937085,0.189798961,0.194660838,,,
12.79,0.185215346,0.19009586,0.194976374,,,
12.8,0.185493676,0.190392883,0.195292089,,,
12.81,0.185772075,0.190690029,0.195607982,,,
12.82,0.186050542,0.190987297,0.195924053,,,
12.83,0.186329077,0.191284689,0.1962403,,,
12.84,0.186607681,0.191582202,0.196556723,,,
12.85,0.186886352,0.191879837,0.196873322,,,
12.86,0.187165092,0.192177594,0.197190095,,,
12.87,0.1874439,0.192475471,0.197507043,,,
12.88,0.187722776,0.192773469,0.197824163,,,
12.89,0.188001719,0.193071588,0.198141456,,,
12.9,0.18828073,0.193369826,0.198458921,,,
12.91,0.188559809,0.193668183,0.198776558,,,
12.92,0.188838955,0.19396666,0.199094365,,,
12.93,0.189118168,0.194265255,0.199412341,,,
12.94,0.189397449,0.194563968,0.199730487,,,
12.95,0.189676797,0.1948628,0.200048802,,,
12.96,0.189956212,0.195161748,0.200367284,,,
12.97,0.190235695,0.195460814,0.200685934,,,
12.98,0.190515244,0.195759997,0.20100475,,,
12.99,0.190794859,0.196059296,0.201323732,,,
13,0.191074542,0.19635871,0.201642879,,,
13.01,0.191354291,0.196658241,0.201962191,,,
13.02,0.191634106,0.196957886,0.202281667,,,
13.03,0.191913987,0.197257646,0.202601305,,,
13.04,0.192193935,0.197557521,0.202921107,,,
13.05,0.192473949,0.197857509,0.20324107,,,
13.06,0.192754029,0.198157612,0.203561194,,,
13.07,0.193034174,0.198457827,0.203881479,,,
13.08,0.193314386,0.198758155,0.204201924,,,
13.09,0.193594662,0.199058595,0.204522529,,,
13.1,0.193875005,0.199359148,0.204843291,,,
13.11,0.194155412,0.199659812,0.205164212,,,
13.12,0.194435885,0.199960588,0.20548529,,,
13.13,0.194716423,0.200261474,0.205806525,,,
13.14,0.194997025,0.200562471,0.206127916,,,
13.15,0.195277693,0.200863578,0.206449463,,,
13.16,0.195558425,0.201164794,0.206771164,,,
13.17,0.195839221,0.20146612,0.207093019,,,
13.18,0.196120082,0.201767555,0.207415028,,,
13.19,0.196401007,0.202069098,0.207737189,,,
13.2,0.196681997,0.20237075,0.208059503,,,
13.21,0.19696305,0.202672509,0.208381969,,,
13.22,0.197244166,0.202974376,0.208704585,,,
13.23,0.197525347,0.203276349,0.209027352,,,
13.24,0.197806591,0.20357843,0.209350268,,,
13.25,0.198087898,0.203880616,0.209673334,,,
13.26,0.198369269,0.204182908,0.209996548,,,
13.27,0.198650702,0.204485306,0.21031991,,,
13.28,0.198932198,0.204787809,0.210643419,,,
13.29,0.199213758,0.205090416,0.210967075,,,
13.3,0.199495379,0.205393128,0.211290876,,,
13.31,0.199777063,0.205695943,0.211614823,,,
13.32,0.20005881,0.205998862,0.211938915,,,
13.33,0.200340618,0.206301885,0.212263151,,,
13.34,0.200622488,0.206605009,0.212587531,,,
13.35,0.20090442,0.206908237,0.212912053,,,
13.36,0.201186414,0.207211566,0.213236718,,,
13.37,0.201468469,0.207514997,0.213561524,,,
13.38,0.201750585,0.207818529,0.213886472,,,
13.39,0.202032763,0.208122161,0.21421156,,,
13.4,0.202315001,0.208425894,0.214536788,,,
13.41,0.202597301,0.208729728,0.214862155,,,
13.42,0.20287966,0.20903366,0.215187661,,,
13.43,0.20316208,0.209337692,0.215513304,,,
13.44,0.203444561,0.209641823,0.215839086,,,
13.45,0.203727101,0.209946053,0.216165004,,,
13.46,0.204009702,0.21025038,0.216491059,,,
13.47,0.204292362,0.210554805,0.216817249,,,
13.48,0.204575082,0.210859328,0.217143574,,,
13.49,0.204857861,0.211163947,0.217470034,,,
13.5,0.205140699,0.211468663,0.217796628,,,
13.51,0.205423596,0.211773475,0.218123355,,,
13.52,0.205706552,0.212078383,0.218450215,,,
13.53,0.205989567,0.212383387,0.218777206,,,
13.54,0.20627264,0.212688485,0.21910433,,,
13.55,0.206555772,0.212993678,0.219431584,,,
13.56,0.206838961,0.213298965,0.219758969,,,
13.57,0.207122209,0.213604346,0.220086484,,,
13.58,0.207405514,0.213909821,0.220414128,,,
13.59,0.207688877,0.214215388,0.2207419,,,
13.6,0.207972297,0.214521049,0.221069801,,,
13.61,0.208255774,0.214826801,0.221397829,,,
13.62,0.208539308,0.215132646,0.221725984,,,
13.63,0.208822899,0.215438582,0.222054265,,,
13.64,0.209106547,0.215744609,0.222382672,,,
13.65,0.209390251,0.216050728,0.222711204,,,
13.66,0.209674011,0.216356936,0.223039861,,,
13.67,0.209957827,0.216663235,0.223368642,,,
13.68,0.210241699,0.216969623,0.223697546,,,
13.69,0.210525627,0.2172761,0.224026574,,,
13.7,0.21080961,0.217582666,0.224355723,,,
13.71,0.211093648,0.217889321,0.224684994,,,
13.72,0.211377741,0.218196064,0.225014387,,,
13.73,0.211661889,0.218502895,0.2253439,,,
13.74,0.211946092,0.218809813,0.225673533,,,
13.75,0.212230349,0.219116817,0.226003286,,,
13.76,0.21251466,0.219423909,0.226333158,,,
13.77,0.212799026,0.219731087,0.226663148,,,
13.78,0.213083445,0.22003835,0.226993255,,,
13.79,0.213367918,0.220345699,0.22732348,,,
13.8,0.213652444,0.220653133,0.227653822,,,
13.81,0.213937023,0.220960652,0.22798428,,,
13.82,0.214221656,0.221268255,0.228314854,,,
13.83,0.214506341,0.221575941,0.228645542,,,
13.84,0.214791078,0.221883712,0.228976345,,,
13.85,0.215075869,0.222191565,0.229307262,,,
13.86,0.215360711,0.222499502,0.229638292,,,
13.87,0.215645605,0.22280752,0.229969436,,,
13.88,0.215930551,0.223115621,0.230300691,,,
13.89,0.216215549,0.223423803,0.230632058,,,
13.9,0.216500598,0.223732067,0.230963536,,,
13.91,0.216785697,0.224040411,0.231295125,,,
13.92,0.217070848,0.224348836,0.231626824,,,
13.93,0.21735605,0.224657341,0.231958633,,,
13.94,0.217641302,0.224965926,0.23229055,,,
13.95,0.217926604,0.22527459,0.232622576,,,
13.96,0.218211957,0.225583333,0.23295471,,,
13.97,0.218497359,0.225892155,0.233286951,,,
13.98,0.218782811,0.226201055,0.233619299,,,
13.99,0.219068312,0.226510033,0.233951754,,,
14,0.219353862,0.226819088,0.234284314,,,
14.01,0.219639462,0.22712822,0.234616979,,,
14.02,0.21992511,0.227437429,0.234949749,,,
14.03,0.220210806,0.227746715,0.235282623,,,
14.04,0.220496551,0.228056076,0.2356156,,,
14.05,0.220782344,0.228365513,0.235948681,,,
14.06,0.221068185,0.228675025,0.236281864,,,
14.07,0.221354074,0.228984612,0.236615149,,,
14.08,0.22164001,0.229294273,0.236948536,,,
14.09,0.221925993,0.229604008,0.237282024,,,
14.1,0.222212023,0.229913817,0.237615612,,,
14.11,0.2224981,0.2302237,0.237949299,,,
14.12,0.222784224,0.230533655,0.238283087,,,
14.13,0.223070394,0.230843683,0.238616972,,,
14.14,0.22335661,0.231153783,0.238950957,,,
14.15,0.223642872,0.231463955,0.239285039,,,
14.16,0.223929179,0.231774199,0.239619218,,,
14.17,0.224215532,0.232084513,0.239953494,,,
14.18,0.22450193,0.232394898,0.240287866,,,
14.19,0.224788374,0.232705353,0.240622333,,,
14.2,0.225074861,0.233015879,0.240956896,,,
14.21,0.225361394,0.233326474,0.241291554,,,
14.22,0.225647971,0.233637138,0.241626305,,,
14.23,0.225934592,0.233947871,0.24196115,,,
14.24,0.226221256,0.234258672,0.242296089,,,
14.25,0.226507965,0.234569542,0.242631119,,,
14.26,0.226794716,0.234880479,0.242966242,,,
14.27,0.227081511,0.235191484,0.243301456,,,
14.28,0.227368349,0.235502555,0.243636761,,,
14.29,0.22765523,0.235813693,0.243972157,,,
14.3,0.227942153,0.236124897,0.244307642,,,
14.31,0.228229118,0.236436168,0.244643217,,,
14.32,0.228516125,0.236747503,0.244978881,,,
14.33,0.228803174,0.237058904,0.245314633,,,
14.34,0.229090265,0.237370369,0.245650474,,,
14.35,0.229377397,0.237681899,0.245986401,,,
14.36,0.22966457,0.237993493,0.246322416,,,
14.37,0.229951784,0.23830515,0.246658516,,,
14.38,0.230239039,0.238616871,0.246994703,,,
14.39,0.230526334,0.238928654,0.247330975,,,
14.4,0.230813669,0.2392405,0.247667332,,,
14.41,0.231101044,0.239552409,0.248003773,,,
14.42,0.231388459,0.239864379,0.248340298,,,
14.43,0.231675914,0.24017641,0.248676906,,,
14.44,0.231963407,0.240488502,0.249013597,,,
14.45,0.23225094,0.240800655,0.249350371,,,
14.46,0.232538512,0.241112869,0.249687226,,,
14.47,0.232826122,0.241425142,0.250024162,,,
14.48,0.23311377,0.241737475,0.250361179,,,
14.49,0.233401456,0.242049867,0.250698277,,,
14.5,0.233689181,0.242362318,0.251035454,,,
14.51,0.233976942,0.242674827,0.251372711,,,
14.52,0.234264742,0.242987394,0.251710047,,,
14.53,0.234552578,0.243300019,0.25204746,,,
14.54,0.234840451,0.243612702,0.252384952,,,
14.55,0.235128362,0.243925441,0.252722521,,,
14.56,0.235416308,0.244238237,0.253060166,,,
14.57,0.235704291,0.244551089,0.253397888,,,
14.58,0.235992309,0.244863998,0.253735686,,,
14.59,0.236280364,0.245176961,0.254073559,,,
14.6,0.236568453,0.24548998,0.254411507,,,
14.61,0.236856579,0.245803054,0.254749529,,,
14.62,0.237144739,0.246116182,0.255087626,,,
14.63,0.237432934,0.246429364,0.255425795,,,
14.64,0.237721163,0.2467426,0.255764037,,,
14.65,0.238009427,0.24705589,0.256102352,,,
14.66,0.238297725,0.247369232,0.256440739,,,
14.67,0.238586057,0.247682627,0.256779197,,,
14.68,0.238874422,0.247996074,0.257117725,,,
14.69,0.239162821,0.248309573,0.257456325,,,
14.7,0.239451253,0.248623123,0.257794994,,,
14.71,0.239739718,0.248936725,0.258133732,,,
14.72,0.240028215,0.249250377,0.25847254,,,
14.73,0.240316745,0.24956408,0.258811416,,,
14.74,0.240605307,0.249877833,0.25915036,,,
14.75,0.240893901,0.250191636,0.259489372,,,
14.76,0.241182526,0.250505488,0.25982845,,,
14.77,0.241471184,0.250819389,0.260167595,,,
14.78,0.241759872,0.251133339,0.260506806,,,
14.79,0.242048591,0.251447337,0.260846083,,,
14.8,0.242337342,0.251761383,0.261185425,,,
14.81,0.242626122,0.252075477,0.261524831,,,
14.82,0.242914933,0.252389617,0.261864301,,,
14.83,0.243203774,0.252703805,0.262203835,,,
14.84,0.243492645,0.253018039,0.262543433,,,
14.85,0.243781545,0.253332319,0.262883093,,,
14.86,0.244070475,0.253646645,0.263222815,,,
14.87,0.244359434,0.253961016,0.263562599,,,
14.88,0.244648421,0.254275433,0.263902444,,,
14.89,0.244937437,0.254589894,0.26424235,,,
14.9,0.245226482,0.254904399,0.264582316,,,
14.91,0.245515555,0.255218949,0.264922342,,,
14.92,0.245804655,0.255533542,0.265262428,,,
14.93,0.246093784,0.255848178,0.265602572,,,
14.94,0.246382939,0.256162857,0.265942775,,,
14.95,0.246672122,0.256477579,0.266283036,,,
14.96,0.246961332,0.256792343,0.266623354,,,
14.97,0.247250568,0.257107149,0.266963729,,,
14.98,0.247539831,0.257421996,0.267304161,,,
14.99,0.24782912,0.257736884,0.267644649,,,
15,0.248118435,0.258051814,0.267985192,,,
15.01,0.248407776,0.258366783,0.26832579,,,
15.02,0.248697143,0.258681793,0.268666444,,,
15.03,0.248986534,0.258996843,0.269007151,,,
15.04,0.249275951,0.259311931,0.269347912,,,
15.05,0.249565392,0.259627059,0.269688726,,,
15.06,0.249854858,0.259942226,0.270029593,,,
15.07,0.250144348,0.260257431,0.270370513,,,
15.08,0.250433863,0.260572673,0.270711484,,,
15.09,0.250723401,0.260887954,0.271052507,,,
15.1,0.251012963,0.261203272,0.271393581,,,
15.11,0.251302548,0.261518626,0.271734705,,,
15.12,0.251592156,0.261834017,0.272075879,,,
15.13,0.251881787,0.262149445,0.272417103,,,
15.14,0.252171441,0.262464908,0.272758376,,,
15.15,0.252461117,0.262780407,0.273099697,,,
15.16,0.252750815,0.263095941,0.273441067,,,
15.17,0.253040535,0.263411509,0.273782484,,,
15.18,0.253330277,0.263727113,0.274123949,,,
15.19,0.25362004,0.26404275,0.27446546,,,
15.2,0.253909824,0.264358421,0.274807018,,,
15.21,0.25419963,0.264674126,0.275148621,,,
15.22,0.254489456,0.264989863,0.275490271,,,
15.23,0.254779302,0.265305633,0.275831965,,,
15.24,0.255069169,0.265621436,0.276173703,,,
15.25,0.255359056,0.265937271,0.276515486,,,
15.26,0.255648963,0.266253137,0.276857312,,,
15.27,0.255938889,0.266569035,0.277199182,,,
15.28,0.256228834,0.266884964,0.277541094,,,
15.29,0.256518798,0.267200923,0.277883048,,,
15.3,0.256808782,0.267516913,0.278225044,,,
15.31,0.257098783,0.267832933,0.278567082,,,
15.32,0.257388804,0.268148982,0.27890916,,,
15.33,0.257678842,0.26846506,0.279251279,,,
15.34,0.257968898,0.268781168,0.279593438,,,
15.35,0.258258971,0.269097304,0.279935637,,,
15.36,0.258549063,0.269413468,0.280277874,,,
15.37,0.258839171,0.269729661,0.280620151,,,
15.38,0.259129296,0.27004588,0.280962465,,,
15.39,0.259419438,0.270362127,0.281304817,,,
15.4,0.259709596,0.270678401,0.281647207,,,
15.41,0.25999977,0.270994702,0.281989634,,,
15.42,0.26028996,0.271311028,0.282332097,,,
15.43,0.260580166,0.271627381,0.282674595,,,
15.44,0.260870388,0.271943759,0.28301713,,,
15.45,0.261160625,0.272260162,0.2833597,,,
15.46,0.261450876,0.27257659,0.283702304,,,
15.47,0.261741143,0.272893043,0.284044942,,,
15.48,0.262031424,0.273209519,0.284387615,,,
15.49,0.262321719,0.27352602,0.28473032,,,
15.5,0.262612029,0.273842544,0.285073059,,,
15.51,0.262902352,0.274159091,0.28541583,,,
15.52,0.263192689,0.274475661,0.285758633,,,
15.53,0.263483039,0.274792253,0.286101468,,,
15.54,0.263773402,0.275108868,0.286444333,,,
15.55,0.264063778,0.275425504,0.28678723,,,
15.56,0.264354167,0.275742162,0.287130157,,,
15.57,0.264644568,0.276058841,0.287473113,,,
15.58,0.264934981,0.27637554,0.287816099,,,
15.59,0.265225406,0.27669226,0.288159114,,,
15.6,0.265515843,0.277009001,0.288502158,,,
15.61,0.265806292,0.277325761,0.28884523,,,
15.62,0.266096751,0.27764254,0.289188329,,,
15.63,0.266387222,0.277959339,0.289531456,,,
15.64,0.266677703,0.278276156,0.289874609,,,
15.65,0.266968195,0.278592992,0.290217789,,,
15.66,0.267258697,0.278909846,0.290560995,,,
15.67,0.267549209,0.279226718,0.290904226,,,
15.68,0.267839731,0.279543607,0.291247482,,,
15.69,0.268130263,0.279860513,0.291590763,,,
15.7,0.268420803,0.280177436,0.291934069,,,
